project,testClassName,testMethodName,testLength,numAsserts,numCoveredLines
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_static_column_in_udt,23,0,15
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_non_frozen_udt,21,2,9
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_fail_creating_JavaType_for_wildcard_type,8,0,0
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest,should_build_annotation_tree_for_map_javac,76,17,3
Achilles,info.archinnov.achilles.internals.types.OverridingOptionalFinalTest,should_get_first_present_value,12,1,3
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_computed_field,19,2,14
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_static_column,14,1,19
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_map_entry_index_info,18,1,8
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_static_column_info,16,1,6
Achilles,info.archinnov.achilles.internals.codegen.ManagerCodeGenTest,should_generate_manager_class_for_index_dsl,34,2,24
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_set_udt,18,2,9
Achilles,info.archinnov.achilles.internals.strategy.naming.SnakeCaseNamingTest,should_return_snake_case,10,1,4
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_wrongtimeuuid,23,0,15
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_non_frozen_collection_in_udt,23,0,15
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_nested_tuple,18,2,17
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_class_with_duplicated_cql_name,13,0,19
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_object_byte_array,17,3,14
Achilles,info.archinnov.achilles.internals.types.OverridingOptionalFinalTest,should_get_default_value,12,1,3
Achilles,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test,should_fail_validating_view_because_more_than_1_non_pk,13,0,13
Achilles,info.archinnov.achilles.internals.types.OverridingOptionalFinalTest,should_get_first_value,12,1,4
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_stemming_But_NonTokeninzingAnalyzer,24,0,20
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_enumerated_set_type,18,2,12
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_static_annotations,14,1,18
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_JavaType_for_parameterized_type,15,1,1
Achilles,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test,should_validate_view_against_base_table,13,0,13
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_primitive_byte_array,18,2,15
Achilles,info.archinnov.achilles.internals.strategy.naming.CaseSensitiveNamingTest,should_return_blank_name,10,1,3
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_generate_meta_signature_for_complex_types_javac,21,1,16
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest,should_build_trees_map_with_nested_json_javac,40,7,4
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_json_map,17,3,11
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_object_boolean,18,2,15
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_primitive_byte,17,3,13
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_consistencyLevel,18,1,7
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_map_tupleKey,14,0,5
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_normal_column_info,16,1,6
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_function_with_unsupported_return_type,8,0,7
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_jdk8_instant,19,2,15
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_enumerated,18,3,11
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_fail_validating_an_interface,8,0,1
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_duplicate_function_declaration,12,0,8
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_tuple_udt,14,0,4
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_ascii,21,2,15
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_tupleValue,14,0,4
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_tuple3,5,0,4
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_tuple2,5,0,4
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_tuple1,5,0,4
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_composite_partition_key,14,1,19
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_list_nesting,18,2,17
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_static_counter_column,14,1,19
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_set_nesting,18,2,17
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_child_class_with_shadowed_field,13,0,19
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_not_indexed_map_index_info,17,1,4
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_clustering_and_computed_column,16,0,9
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_function_with_unsupported_param_type,8,0,7
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_JavaType_for_simple_type,9,1,1
Achilles,info.archinnov.achilles.internals.strategy.naming.CaseSensitiveNamingTest,should_return_blank_name_on_null,10,1,3
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_codec_overriding_registry,28,2,11
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_map_list,18,0,5
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_list_not_index_info,17,1,4
Achilles,info.archinnov.achilles.internals.utils.TypeNameHelperTest,should_convert_type_name_to_string,23,7,14
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_simple_codec_from_registry,26,2,11
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_clustering_and_static_column,16,0,9
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_on_list,24,0,20
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_string_type,18,2,15
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_map_with_nested_json,18,2,10
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_nested_int_array,18,2,12
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_fail_because_not_public_final_field_type_for_immutable_constructor_param_javac,15,0,21
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_view_meta_with_static_column,14,0,29
Achilles,info.archinnov.achilles.internals.strategy.naming.CaseSensitiveNamingTest,should_return_case_sensitive,10,1,4
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_compilation_when_no_suitable_setter,15,0,7
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple10,21,2,10
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_generate_meta_signature_for_immutable_entity_javac,21,1,24
Achilles,info.archinnov.achilles.internals.codegen.dsl.select.SelectDSLCodeGenTest,should_generate_select_dsl_class_for_udt_as_clustering,34,2,10
Achilles,info.archinnov.achilles.internals.strategy.naming.SnakeCaseNamingTest,should_return_blank_name_on_null,10,1,3
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_lowercase_But_SPARSE,24,0,18
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_map_udt,18,2,9
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_fail_validating_an_abstract_class,8,0,2
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_fail_on_invalidTypeNestedType,10,2,8
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple7,21,2,10
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple6,21,2,10
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple9,21,2,10
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_JavaType_for_array_type,13,1,1
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_static_and_computed_column,16,0,9
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple8,21,2,10
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_fail_validating_class_without_default_constructor,8,0,0
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_fail_because_no_matching_field_name_for_declared_constructor_param_javac,15,0,20
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_optional_protocol_version_from_codec_registry,27,2,11
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_static_column_type,15,1,11
Achilles,info.archinnov.achilles.type.TypedMapTest,should_build_typed_map_from_source,11,2,6
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest,should_build_trees_json_map_javac,28,3,2
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_json_codec_from_registry,26,2,11
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_lowercase_But_NotAnalyzed,24,0,18
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_map_tuple,14,0,5
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple3,21,2,10
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple2,18,2,11
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple5,21,2,10
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple4,21,2,10
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_primitiveByteArray,5,0,4
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_abstract_class,14,0,25
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple1,18,2,10
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_normal_column_type,15,1,11
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_complex_indices,14,1,20
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_field_with_case_sensitive_overriden_name,19,2,16
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_objectByteArray,5,0,4
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_map_udt,18,0,5
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_view_meta,14,1,19
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_map_udtKey,18,0,4
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_complex_nested_map,25,2,11
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_codec_from_registry,27,2,11
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_list_udt,18,2,9
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_view_meta_without_view_annotation,14,0,22
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_UpperCase,19,1,5
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_primitive_boolean,18,2,15
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_function_forbidden_function_name,8,0,6
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_tuple_map,14,0,4
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_load_script_as_lines,14,6,7
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_batch_statements_from_lines,17,3,10
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_1,18,2,11
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_execute_script,12,3,6
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_statements_from_lines,18,3,11
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_3,21,3,14
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_2,19,2,12
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_4,22,3,15
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_contains,22,6,0
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_eq_non_tokenizer,18,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_end_with,18,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_like_non_tokenizer,20,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_like,18,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_prefix_non_tokenizer,21,3,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_multi_columns_slice,20,1,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_update_with_IN_clause_on_first_clustering,24,2,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_by_partition_only,18,1,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_by_partition_and_first_clustering_column_range,26,7,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_slice_on_last_clustering,21,1,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_IN_clause_on_first_clustering,21,1,0
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_find_by_id,12,2,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_update_with_IN_clause_on_last_clustering,24,2,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_by_partition_and_first_clustering_column_only,32,13,0
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_typed_query,23,3,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_update_with_IN_clause_on_all_clusterings,25,2,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_IN_clause_on_last_clustering,21,1,0
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_native_query,22,3,0
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_select_by_slice,28,3,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_slice_on_first_clustering,20,1,0
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_fail_if_mutation_statement_for_view,16,0,0
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_IN_clause_on_all_clusterings,21,1,0
Achilles,info.archinnov.achilles.it.TestFunctionCallsWithLiteralValuesIT,should_chain_function_calls_with_literal_value,21,3,0
Achilles,info.archinnov.achilles.it.TestFunctionCallsWithLiteralValuesIT,should_call_aggregate_with_literal_values,27,6,0
Achilles,info.archinnov.achilles.it.TestFunctionCallsWithLiteralValuesIT,should_call_textToLong_with_literal_value,19,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithClusteringIT,should_select_with_allow_per_partition_limit,21,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithNonFrozenUDTIT,should_update_udt_fields,38,9,0
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_group_by_partition_keys_and_one_clustering,76,25,0
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_clustering_columns,11,1,7
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_complex_indices,11,1,5
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_static_column,11,1,5
Achilles,info.archinnov.achilles.it.TestEntityWithDurationTypeIT,should_dsl_select,19,2,0
Achilles,info.archinnov.achilles.it.TestUdtWithCaseSensitiveUDTIT,should_validate_schema,9,1,0
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_use_schema_generator,13,1,4
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_composite_partition_key,11,1,5
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_complex_counter,11,1,5
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_use_schema_generator_and_append_to_string,11,1,5
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_group_by_partition_keys,34,5,0
Achilles,info.archinnov.achilles.it.TestEntityWithDurationTypeIT,should_find_by_id,15,2,0
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_view,13,1,7
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_with_group_by_first_clustering,37,7,0
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_simple_entity,11,1,5
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_simple_partition_key,11,1,5
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_with_group_by_second_clustering,35,7,0
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_complex_types,16,1,9
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_with_group_by_first_and_second_clustering,55,19,0
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_using_token_function,22,3,0
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_static_counter_column,11,1,5
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_counter_column,11,1,5
Achilles,info.archinnov.achilles.it.TestEntityWithDurationTypeIT,should_insert,18,2,0
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_child_entity,11,1,5
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_udt,11,1,5
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_static_annotations,11,1,5
Achilles,info.archinnov.achilles.embedded.PortFinderTest,try_to_find_first_port,14,3,7
Achilles,info.archinnov.achilles.embedded.CassandraEmbeddedServerBuilderTest,should_start_embedded_server_with_listen_and_rpc_address,22,2,4
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_dsl_delete,28,5,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,19,2,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_slice_with_execution_info,42,2,0
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_find_using_runtime_schema_name,15,1,2
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_crud_find_with_dynamic_ks,20,2,1
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_delete_using_runtime_schema_name,18,1,2
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_removeAll,21,1,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_delete_using_lwt_eq_with_dynamic_ks,23,2,1
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_id_generate_query_and_bound_values,24,4,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithByteBufferTypeIT,should_support_bytebuffer_type,31,2,10
Achilles,info.archinnov.achilles.it.bugs.ConsistencyLevelOrderingIT,should_override_consistency_level_map_value_by_static_consistency_setting,17,0,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_delete_with_dynamic_ks,23,1,1
Achilles,info.archinnov.achilles.it.TestBeanValidation,should_fail_on_post_load,14,0,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexTuple,should_find,18,3,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithNonExistingTableIT,should_fail_if_entity_table_does_not_exist,20,0,3
Achilles,info.archinnov.achilles.it.bugs.ValidateSchemaIT,should_fail_validating_schema_when_clustering_column_missing,18,0,4
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_insert_generate_query_and_bound_values,24,4,0
Achilles,info.archinnov.achilles.it.TestImmutableEntity,should_find_by_id,16,6,0
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_delete_using_runtime_schema_name,16,1,2
Achilles,info.archinnov.achilles.it.TestEntityWithStaticAnnotations,should_insert_using_static_insert_strategy_and_consistency_level,35,3,0
