project,testClassName,testMethodName,testLength,numAsserts,numCoveredLines
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_update,20,3,0
Achilles,info.archinnov.achilles.it.TestEntityWithCustomConstructor,should_dsl_select_one,16,6,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_index_and_multi_clustering_columns_slice,20,2,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_execution_info,16,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexTypes,should_insert,130,45,1
Achilles,info.archinnov.achilles.it.bugs.ConsistencyLevelOrderingIT,should_override_cluster_consistency_config_by_achilles_consistency_setting,17,0,0
Achilles,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_dsl_delete,20,1,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_find,18,3,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_crud_delete_by_id_with_dynamic_ks,20,1,3
Achilles,info.archinnov.achilles.it.TestEntityWithComplexTypes,should_dsl_select,21,3,1
Achilles,info.archinnov.achilles.it.TestEntityWithComplexCounter,should_dsl_update_codec_counter,23,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,24,3,0
Achilles,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_delete,15,1,7
Achilles,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_insert,21,3,7
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert_static_if_not_exist,24,2,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_crud_delete_by_partition_with_dynamic_ks,19,1,1
Achilles,info.archinnov.achilles.it.TestEntityWithCustomConstructor,should_find_by_id,16,6,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_equal_condition,36,2,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_set_remove_with_dynamic_ks,29,4,1
Achilles,info.archinnov.achilles.it.bugs.MultiLayerNestingIT,should_select_some_columns_from_udt,22,4,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_generate_query_string_and_encoded_values,29,4,0
Achilles,info.archinnov.achilles.it.bugs.NativeCollectionsCodecIT,should_insert_list_long,19,1,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_inequal_condition,36,2,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithNestedUdtIT,should_insert_nested_udt,28,5,0
Achilles,info.archinnov.achilles.it.TestNativeQueries,should_perform_regular_native_query,16,2,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert,25,8,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_removeAtIndex,21,1,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_with_schema_name,35,1,1
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_limit_displayed_returned_results,34,1,0
Achilles,info.archinnov.achilles.it.TestEntityWithCustomConstructorAndDeclaredFields,should_typed_query,18,6,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_list_append_with_dynamic_ks,34,4,1
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_not_equal_condition,36,2,0
Achilles,info.archinnov.achilles.it.bugs.TestNotUsePrimitiveArrayCodecs,should_insert_udt_with_collections_primitive,20,4,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert,20,3,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_partition_generate_query_and_bound_values,24,4,0
Achilles,info.archinnov.achilles.it.TestEntityWithIndexOnClustering,should_query_using_index_on_clustering,19,2,0
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_find_by_id,13,3,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_map_key_set_with_dynamic_ks,30,4,1
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_partition,12,1,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_dsl_select_static,23,3,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_crud_delete_instance_with_dynamic_ks,21,1,1
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_removeByKey,23,3,0
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_insert,19,4,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_select_with_dynamic_ks,23,2,1
Achilles,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_update,24,3,7
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_prepend,21,1,0
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_perform_prepared_typed_query,17,2,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_update_using_lwt_eq_with_dynamic_ks,24,2,1
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_delete_by_id,12,1,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_slice,82,33,0
Achilles,info.archinnov.achilles.it.TestDSLEntityWithClusterings,should_dsl_select_one,24,2,0
Achilles,info.archinnov.achilles.it.TestNativeQueries,should_perform_prepared_native_query,17,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexCounter,should_find,23,4,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_index_and_partition_key,20,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_index_and_clustering_column,21,2,0
Achilles,info.archinnov.achilles.it.bugs.ValidateSchemaIT,should_fail_validating_schema_when_partition_key_missing,19,0,5
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_index_and_clustering_column_inequality,18,1,0
Achilles,info.archinnov.achilles.it.TestDSLEntityWithClusterings,should_dsl_select_slice_with_tuples_same_partition,89,8,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_update_static,19,3,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_generate_query_and_bound_values,26,4,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_put,23,3,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_if_not_exists,31,2,2
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_remove,21,1,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_full_collection_index,19,2,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_append,21,1,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_add,21,1,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_schema_name_provider,28,2,1
Achilles,info.archinnov.achilles.it.TestBeanValidation,should_fail_on_pre_insert_because_empty_list,16,0,4
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_if_exists,29,2,2
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_index_and_clustering_column_slice,20,2,0
Achilles,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_dsl_iterator,47,9,7
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_remove_single,24,1,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_map_key_index,19,2,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_generate_query_string_and_encoded_values,26,4,0
Achilles,info.archinnov.achilles.it.TestNativeQueries,should_perform_regular_insert_as_native_query,16,2,0
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_update_using_runtime_schema_name,21,2,2
Achilles,info.archinnov.achilles.it.TestDSLEntityWithClusterings,should_dsl_update_multiple_partitions,65,3,0
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_select_using_default_schema_name,17,1,1
Achilles,info.archinnov.achilles.it.bugs.PrimitiveAsClusteringColumnIT,should_select_dsl,27,5,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_insert_and_delete,14,1,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_set,21,1,0
Achilles,info.archinnov.achilles.it.bugs.TestDSLUpdateWithTTLAndTimestamp,should_dsl_update_with_ttl,30,3,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_list_prepend_with_dynamic_ks,29,4,1
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_value_if_exists,37,3,1
Achilles,info.archinnov.achilles.it.TestDSLEntityWithClusterings,should_dsl_select_slice_with_clusterings_IN_same_partition,69,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithCustomConstructor,should_typed_query,18,6,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexTypes,should_find,61,42,1
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_setValue,21,1,0
Achilles,info.archinnov.achilles.it.bugs.ConsistencyLevelOrderingIT,should_override_cluster_consistency_level_by_consistency_level_map_value,17,0,0
Achilles,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_delete_by_id,17,1,0
Achilles,info.archinnov.achilles.it.TestNativeQueries,should_limit_displayed_returned_results,37,1,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_prependAll,21,1,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_update_using_lwt_gte_with_dynamic_ks,30,2,1
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_entity_generate_query_and_bound_values,24,4,0
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_dsl_select_with_IN_clause,40,2,0
Achilles,info.archinnov.achilles.it.bugs.ConsistencyLevelOrderingIT,should_override_static_consistency_setting_by_runtime_value,18,0,0
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_fail_regular_typed_query_if_not_SELECT_statement,13,0,0
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_fail_regular_typed_query_if_table_not_correspond,13,0,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithNestedUdtIT,should_select_some_udt_columns,36,4,0
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_insert_with_overriden_schema_name_provider,25,1,2
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_perform_bound_statement_typed_query,18,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithCustomConstructorAndDeclaredFields,should_dsl_select_one,16,6,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_delete_using_lwt_lt_with_dynamic_ks,24,2,1
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_with_options,61,6,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_id_with_execution_info,18,3,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_if_exists,38,2,1
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_using_schema_name_provider,34,2,1
Achilles,info.archinnov.achilles.it.TestAsyncDSLSimpleEntity,should_dsl_update_value_async,42,0,2
Achilles,info.archinnov.achilles.it.bugs.TestEntityHavingUDTWithNoKeyspaceIT,should_bootstrap_achilles_correctly,18,0,1
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_map_key_value,19,2,0
Achilles,info.archinnov.achilles.it.TestImmutableEntity,should_dsl_select_one,16,6,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_map_key_put_with_dynamic_ks,35,4,1
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_with_options,29,2,0
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_dsl_select_one,21,3,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_dsl_select_with_tuple_relations,28,7,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_update_using_lwt_lt_with_dynamic_ks,25,2,1
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_value_if_equal,44,4,0
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_delete_entity_generate_query_and_bound_values,20,4,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn,should_find,21,3,0
Achilles,info.archinnov.achilles.it.TestDSLEntityWithClusterings,should_dsl_select_slice_with_different_partitions,70,2,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_with_execution_info,24,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_find,16,1,0
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_insert_with_default_schema_name_provider,22,1,1
Achilles,info.archinnov.achilles.it.TestBeanValidation,should_verify_bean_validator_called_last_on_pre_insert,18,2,2
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_map_key_entry,19,2,0
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_select_using_runtime_schema_name,17,1,2
Achilles,info.archinnov.achilles.it.TestBeanValidation,should_fail_on_pre_insert_because_empty_text,16,0,2
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert_static,21,3,0
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_dsl_select_using_token_function,27,3,3
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_id,13,1,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_set_add_with_dynamic_ks,34,4,1
Achilles,info.archinnov.achilles.it.TestEntityWithStaticAnnotations,should_find_using_static_consistency,25,1,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_with_schema_name,33,1,1
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_addAll,21,1,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_downgrading_consistency,22,1,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_map_value_set_with_dynamic_ks,30,4,1
Achilles,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_insert_async,32,4,2
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_setAtIndex,22,1,0
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_insert,14,3,0
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_iterate_regular_typed_query,35,3,0
Achilles,info.archinnov.achilles.it.TestNativeQueries,should_perform_bound_statement_native_query,18,2,0
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_delete_using_default_schema_name,15,1,1
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_find_with_async_listeners,22,3,0
Achilles,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_delete_instance_async,30,2,1
Achilles,info.archinnov.achilles.it.TestAsyncDSLSimpleEntity,should_dsl_select_slice_async,50,1,0
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_update_using_default_schema_name,21,2,1
Achilles,info.archinnov.achilles.it.TestEntityWithStaticAnnotations,should_insert_overriding_static_conf,29,2,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_set,24,4,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_insert_and_find,25,7,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_find_by_id,16,5,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn,should_delete_by_id,20,1,0
Achilles,info.archinnov.achilles.it.bugs.ClassLevelTracing,should_activate_tracing_programmatically,18,0,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_schema_name_provider,27,1,1
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_find_using_default_schema_name,14,1,1
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_value_with_execution_info,22,2,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_dsl_select_with_token_value,27,7,0
Achilles,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_find_by_id_async,32,3,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_dsl_update,29,8,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_removeAll,22,1,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_find_by_id_with_execution_info,18,3,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_map_value_put_with_dynamic_ks,34,4,1
Achilles,info.archinnov.achilles.it.bugs.ValidateSchemaIT,should_fail_validating_schema_when_static_column_missing,18,0,4
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_perform_regular_typed_query,16,2,0
Achilles,info.archinnov.achilles.it.TestAsyncDSLSimpleEntity,should_dsl_delete_async,32,0,2
Achilles,info.archinnov.achilles.it.TestImmutableEntity,should_typed_query,18,6,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_collection_index,19,2,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_generate_query_string_and_encoded_values,30,4,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticAnnotations,should_insert_using_static_ttl,20,1,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete,26,5,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_timestamp,20,2,0
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_ttl,21,1,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_one,27,5,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_dsl_delete_static,23,2,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_map_value_remove_with_dynamic_ks,29,4,1
Achilles,info.archinnov.achilles.it.TestDSLEntityWithClusterings,should_dsl_delete_multiple_partitions,66,6,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexTuple,should_insert,25,3,10
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_with_token_value,26,5,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn,should_dsl_delete_static,26,3,0
Achilles,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_find,17,2,0
Achilles,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_dsl_select,47,9,7
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_delete_using_default_schema_name,18,1,1
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_dsl_select_with_token_value,53,2,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithNonExistingKeyspaceIT,should_fail_if_entity_keyspace_does_not_exist,21,0,3
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_appendAll,21,1,0
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_dsl_delete,21,3,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithNestedUdtIT,should_update_nested_udt,29,1,0
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_dsl_update_child_value,20,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithCustomConstructorAndDeclaredFields,should_find_by_id,16,6,0
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_dsl_select,27,7,0
Achilles,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_find,16,2,7
Achilles,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn,should_dsl_update_static,21,2,0
Achilles,info.archinnov.achilles.it.TestBeanValidation,should_fail_on_pre_insert_because_invalid_email_in_udt,16,0,2
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_find_with_schema_name_provider,31,6,1
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_list_set_with_dynamic_ks,29,4,1
Achilles,info.archinnov.achilles.it.TestDSLEntityWithClusterings,should_dsl_select_slice_with_clustering_IN_same_partition,69,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_dsl_update,21,2,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_with_iterator,56,10,3
Achilles,info.archinnov.achilles.it.TestNativeQueries,should_iterate_regular_typed_query,34,3,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_crud_insert_with_dynamic_ks,20,1,1
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_addAll,24,4,0
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_simple_index,19,2,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_delete_using_lwt_gte_with_dynamic_ks,24,2,1
Achilles,info.archinnov.achilles.it.TestBeanValidation,should_fail_on_pre_insert_because_failed_constraint_in_udt,16,0,3
Achilles,info.archinnov.achilles.it.bugs.MultiLayerNestingIT,should_handle_3_levels_of_nesting_udt,16,6,0
Achilles,info.archinnov.achilles.it.bugs.TestCopyAllOptionsFromRegularStatementForTypedQuery,should_use_type_query_with_fetch_size,24,1,0
Achilles,info.archinnov.achilles.it.TestDSLEntityWithClusterings,should_dsl_select_slice_with_asymetric_tuples_same_partition,69,4,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn,should_delete_instance,16,1,0
Achilles,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_delete_instance,16,1,0
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_with_options,28,2,0
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_dsl_update_static,24,2,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_map_key_remove_with_dynamic_ks,30,4,1
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_with_double_IN,24,2,0
Achilles,info.archinnov.achilles.it.TestDSLEntityWithClusterings,should_dsl_select_slice_with_displayed_results_max,51,1,0
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_udt_value_with_dynamic_ks,28,3,1
Achilles,info.archinnov.achilles.junit.AchillesTestResourceTest,should_start_cassandra_and_create_session,11,3,0
Achilles,info.archinnov.achilles.it.TestCastFunctionCallIT,should_dsl_with_nested_system_casting_call,23,3,0
Achilles,info.archinnov.achilles.it.TestCastFunctionCallIT,should_dsl_with_cast_nested_into_udf_call,24,3,0
